Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover,month,year,season,is_festival,is_extreme_heat,temp_anomaly
29.22,2.56,19.28,29.06,9.1,0,5.3,5,2,2022,0,0,0,2.02
26.61,7.94,34.13,28.22,8.1,0,4.6,8.9,2,2022,0,0,0,-0.59
29.89,2.61,17.69,28.17,9.1,0,5.6,0,2,2022,0,0,0,2.69
23.72,14.33,56.43,25.2,9.1,0,4.7,7.5,2,2022,0,0,0,-3.48
29.28,9.56,29.85,28.72,6.9,0,5.4,16.6,2,2022,0,0,0,2.08
27.89,7.33,28.74,28.72,8,0,5.4,2,2,2022,0,0,0,0.69
27.78,10.11,35.11,28.61,9.2,0,5,27.6,3,2022,3,0,0,-2.07
30.28,12.22,33.62,32.33,9.2,0,6.2,67,3,2022,3,0,0,0.43
23.17,1.33,23.77,24.41,5.8,0,5.6,20.1,3,2022,3,0,0,-6.68
28.56,-0.72,14.94,28.39,13.9,0,6.2,50.1,3,2022,3,0,0,-1.29
26.67,4.94,26.39,28.89,15.6,0,5.3,29.2,3,2022,3,0,0,-3.18
28.67,6.22,24.19,27.61,10.4,0,5.6,18.3,3,2022,3,0,0,-1.18
26.22,5.83,27.64,27.33,9.2,0,5.3,11.5,3,2022,3,0,0,-3.63
30.17,6.94,23.62,29.61,12.9,0,6.2,29.9,3,2022,3,0,0,0.32
28.06,11.44,36.61,29.44,12.6,0,5.8,29.5,3,2022,3,0,0,-1.79
26.28,12.44,42.49,28.5,11.4,0,6.2,30.6,3,2022,3,0,0,-3.57
29,13.78,39.49,29.11,12.8,0,5.3,52.3,3,2022,3,0,0,-0.85
22.5,13.06,55.87,24.79,18.2,0,5.5,70,3,2022,3,0,0,-7.35
25.33,16.39,58.05,26.24,16.1,0,4.4,85.8,3,2022,3,0,0,-4.52
27.56,12.56,40.75,29.89,9.3,0,4.4,14.6,3,2022,3,0,0,-2.29
30.39,11.94,32.24,29.72,6.8,0,5,37.8,3,2022,3,0,0,0.54
27.61,11.83,40.43,29,4.8,0,5.1,15.3,3,2022,3,0,0,-2.24
31.56,8.28,23.62,30.89,10.4,0,5.4,0,3,2022,3,0,0,1.71
29.78,8.44,27.42,30.83,11.4,0,5.2,14.1,3,2022,3,0,0,-0.07
29.22,5.61,23.27,29.83,12.8,0,5.4,5,3,2022,3,0,0,-0.63
31.89,4.28,17.61,30.56,9.3,0,5.6,0,3,2022,3,0,0,2.04
26,9,35.25,26.22,9.1,0,4.9,3.6,3,2022,3,0,0,-3.85
31.17,6.67,21.66,31,13.8,0,4.9,6,3,2022,3,0,0,1.32
29.67,8.72,27.29,30.94,13.8,0,4.7,16.4,3,2022,3,0,0,-0.18
30.89,11.5,30.5,29.94,15,0,5,17.3,3,2022,3,0,0,1.04
27.56,14.11,44.21,31.67,6.9,0,3.7,2.5,3,2022,3,0,0,-2.29
32.22,12.33,29.88,31.89,9.2,0,5,8.5,3,2022,3,0,0,2.37
30.5,11.11,32.53,33.44,6,0,4.2,37.6,3,2022,3,0,0,0.65
28.94,14.67,46.69,30.94,8.3,0,3.9,22,3,2022,3,0,0,-0.91
33.28,12.17,29.98,35.67,10.3,0,5,33,3,2022,3,0,1,3.43
25.78,17.72,62.91,28.17,2.3,0,4.3,38.5,3,2022,3,0,0,-4.07
32.89,9.83,25.69,37.72,11.3,0,4.7,43.4,3,2022,3,0,1,3.04
30.83,14.72,40.89,37.33,6.9,0,4.4,17.9,3,2022,3,1,1,0.98
33.11,13.72,34.44,35.06,6.9,0,5,33.7,3,2022,3,1,1,3.26
26.78,19.28,64.74,30.72,8.1,0,3.6,17.4,3,2022,3,0,0,-3.07
32.11,14.56,34.7,33,8.1,0,4.6,52.7,3,2022,3,0,0,2.26
27.78,17.44,54.31,31.56,17.1,0.01,4.2,64.1,3,2022,3,0,0,-2.07
27.78,19.11,60.06,32.28,9.2,0,4.5,38.2,3,2022,3,0,0,-2.07
29.5,18.22,53.95,33.83,10.6,0.31,4,62.4,3,2022,3,0,0,-0.35
24,20.67,81.81,24.24,8,0,4.6,70.9,3,2022,3,0,0,-5.85
30.11,18.61,50.78,32.78,9,0,4.2,77.6,3,2022,3,0,0,0.26
29.72,18.89,53.63,33.44,9.1,0,3.2,40.7,3,2022,3,0,0,-0.13
32.06,16,38.12,32.89,9.2,0,5,55,3,2022,3,0,0,2.21
26.72,20,66.97,30.61,4.7,0,2.5,89.2,3,2022,3,0,0,-3.13
31.11,17.5,44.32,32.61,9.2,0,4.2,56.5,3,2022,3,0,0,1.26
29.06,18.67,54.47,32.28,5.7,0,3.8,73.2,3,2022,3,0,0,-0.79
28.61,20.22,61.6,33.94,4.7,0,4.3,54.8,3,2022,3,1,0,-1.24
31.67,18.11,44.66,33.39,6.8,0,5,59.8,3,2022,3,1,0,1.82
26.44,20.06,67.92,29.94,2.3,0,4.3,49.5,3,2022,3,0,0,-3.41
32.22,16.83,41.09,34.39,9.1,0,4.7,53.6,3,2022,3,0,0,2.37
30.61,18.56,51.07,34.94,9.1,0,4.7,41.1,3,2022,3,0,0,0.76
32.67,13.94,32.3,32.5,10.1,0,5.6,49.8,3,2022,3,0,0,2.82
27.94,20.11,63.33,32.44,7,0,5,28,3,2022,3,0,0,-1.91
33.39,15.56,34.64,34.5,7,0,4.6,50.9,3,2022,3,0,0,3.54
31,18.39,48.89,34.89,8,0,4.6,49.1,3,2022,3,0,0,1.15
29.22,19.06,55.44,33.83,8.1,0,4.6,44.4,3,2022,3,0,0,-0.63
34,15.44,33.01,35,4.8,0,5,50,3,2022,3,0,0,4.15
25.5,21.56,78.78,26.72,9.1,0,4.6,69.2,4,2022,3,0,0,-5.51
31.28,18.61,47.99,34.28,9.1,0,4.2,56.1,4,2022,3,0,0,0.27
29.61,19.11,54.78,33.67,5.8,0,4.6,40.4,4,2022,3,1,0,-1.4
32.06,13.56,32.62,31.22,4.9,0,5,45,4,2022,3,1,0,1.05
27.06,19.67,64.8,30.11,3.4,0,3.9,56.8,4,2022,3,0,0,-3.95
32.89,13.72,31.78,32.83,13.8,0,4.6,34.3,4,2022,3,0,0,1.88
30.61,15.33,42.77,33.17,10.2,0,5,25.8,4,2022,3,0,0,-0.4
28.67,17.17,53.05,31.83,12.5,0,4.3,34.9,4,2022,3,0,0,-2.34
32.67,10.33,25.46,31.5,13.7,0,5.6,41.1,4,2022,3,0,0,1.66
26.78,18.78,61.82,29.11,7.9,0,4.9,15,4,2022,3,0,0,-4.23
33.17,10.72,27.01,32.83,13.8,0,5.2,38.3,4,2022,3,0,0,2.16
31.72,12.72,35.02,32.94,14.8,0,5,27.4,4,2022,3,0,0,0.71
33.33,10.44,24.73,32.61,13.8,0,5.6,33,4,2022,3,0,0,2.32
28.39,18.78,56.6,31.56,5.7,0,4.3,39.5,4,2022,3,0,0,-2.62
32.89,14.94,34.24,33.5,9.1,0,5.4,51.7,4,2022,3,0,0,1.88
30.78,15.78,42.83,32.83,8.2,0,5,48.4,4,2022,3,1,0,-0.23
28.44,18.61,56.74,31.33,6.9,0,4.8,61.1,4,2022,3,1,0,-2.57
31.39,12.44,31.73,30.94,11.4,0,6.2,64.8,4,2022,3,1,0,0.38
27.28,19.83,64.61,30.11,2.4,0,5.6,64.8,4,2022,3,0,0,-3.73
32.39,13.28,31.85,32.89,13.8,0,6.1,39.5,4,2022,3,0,0,1.38
30.78,16.94,44.78,33.28,10.4,0,5.9,46.9,4,2022,3,0,0,-0.23
31.83,13.72,33.36,31.5,9.4,0,6.2,64.9,4,2022,3,0,0,0.82
28.5,20.78,63.58,32.39,8.9,0,5,59.9,4,2022,3,0,0,-2.51
29.11,19.33,57.43,34,11.4,0,4.6,69.4,4,2022,3,0,0,-1.9
28.83,19.89,59.72,33.5,7.9,0,5,65.7,4,2022,3,0,0,-2.18
27.72,19.33,61.54,33.28,5.7,1.48,5.2,31,4,2022,3,0,0,-3.29
32,16.89,40.51,33.33,4.7,0,4.7,64.3,4,2022,3,0,0,0.99
26.78,19.67,65.32,29.5,7,0,5,28.1,4,2022,3,1,0,-4.23
32.06,18.61,45.28,34.94,4.8,0,5,53.3,4,2022,3,1,0,1.05
29,19.22,57.17,33.33,7,0,5,45.2,4,2022,3,0,0,-2.01
28.22,19.61,59.61,29.83,7.9,0.04,5,55,4,2022,3,0,0,-2.79
27.44,19.11,61.24,30.33,9.2,0,5.5,20,4,2022,3,0,0,-3.57
30.39,18.83,50.35,33.33,6.8,0,3.9,57.6,4,2022,3,0,0,-0.62
30.06,19.06,52.76,34.06,6.9,0,4.7,51.9,4,2022,3,0,0,-0.95
30.39,19.22,52.55,34.83,6,0,4.6,34.3,4,2022,3,0,0,-0.62
33.28,15,33.4,33.56,8.1,0,5,52.4,4,2022,3,0,0,2.27
27.28,21.67,71.66,30.44,4.8,0,4.3,28.7,4,2022,3,0,0,-3.73
32.33,16.89,40.82,33.83,9.2,0,4.8,27.6,4,2022,3,0,0,1.32
30.44,18.5,50.48,32.94,9.2,0,4,51,4,2022,3,0,0,-0.57
31.33,16.22,40.27,32.28,9.3,0,5,42.8,4,2022,3,0,0,0.32
26.78,19.5,65.14,29.83,4.7,0,3.4,64.5,4,2022,3,1,0,-4.23
30.78,16.44,42.31,32.22,8.1,0,5.4,53.3,4,2022,3,1,0,-0.23
30.78,16.06,44.38,33.83,10.2,0,4.9,60.9,4,2022,3,0,0,-0.23
30.67,17.89,48.08,33.94,4.8,0,4,40.4,4,2022,3,0,0,-0.34
33.78,14.89,32.24,35,6.9,0,5.6,49.9,4,2022,3,0,0,2.77
27.56,19.83,63.22,30.61,4.7,0,5,28.3,4,2022,3,0,0,-3.45
32.28,17.5,41.78,34.44,7.2,0,4.8,40.5,4,2022,3,0,0,1.27
32.22,17.56,43.28,35,11.4,0,4.6,19,4,2022,3,0,0,1.21
33.44,14.56,32.15,33.94,11.4,0,5,28.1,4,2022,3,0,0,2.43
28.28,20.89,64.89,32.72,9.2,0,4.9,43.9,4,2022,3,0,0,-2.73
33.61,17.17,37.85,35.56,8,0,4.6,34.4,4,2022,3,0,1,2.6
33.5,14.72,34.32,35,9.1,0,4.9,45.6,4,2022,3,0,0,2.49
29.94,18.94,52.4,36.28,12.7,0,4.6,18.2,4,2022,3,1,1,-1.07
33.72,18.56,40.88,35.61,5.8,0,5,49.9,4,2022,3,1,1,2.71
27.78,20.28,63.69,30.94,8.4,0,5,22.2,5,2022,3,0,0,-1.62
28.22,20.06,62.49,36.78,22.7,0.44,3.7,53.5,5,2022,3,0,1,-1.18
28.89,20.72,62.67,34.72,9.2,0,4.7,43.6,5,2022,3,0,0,-0.51
31.44,19.94,50.61,34.11,6.9,0,5,38.4,5,2022,3,0,0,2.04
28.72,20.72,62.18,33.06,9.2,0,5.2,17.2,5,2022,3,0,0,-0.68
33,19.89,46.27,37.11,6.8,0,5.4,43.4,5,2022,3,0,1,3.6
30.67,19.17,51.04,36.28,9.3,0,4.9,59.6,5,2022,3,0,1,1.27
28.28,21.28,66.43,35.56,6.8,0,4.5,26.6,5,2022,3,0,1,-1.12
23.22,19.5,80.63,23.32,16.9,0.44,1.8,94.2,5,2022,3,0,0,-6.18
26.39,19.44,66.19,29.11,2.2,0,5,33.1,5,2022,3,0,0,-3.01
27.83,19.11,61.3,33.89,17.8,1.65,3.8,38.7,5,2022,3,0,0,-1.57
30.06,19.11,53.12,34.5,8.9,0,4.5,50.5,5,2022,3,1,0,0.66
31.33,18.94,47.87,33.33,7.9,0,5,55,5,2022,3,1,0,1.93
28.33,19.89,60.15,31.33,8.1,0,4.7,61,5,2022,3,0,0,-1.07
31.72,21.61,55.23,36.78,9,0,4.4,57.5,5,2022,3,0,1,2.32
28.72,20.78,62.72,34.33,13.8,0,4.7,56.3,5,2022,3,0,0,-0.68
23.61,21.78,89.61,22.91,16.2,0,3.6,100,5,2022,3,0,0,-5.79
23.5,21.72,89.82,22.7,16.2,0.12,2.5,100,5,2022,3,0,0,-5.9
22.5,19.5,83.08,22.2,18.3,0,3.1,94.2,5,2022,3,0,0,-6.9
24.28,19.44,74.58,25.02,20.8,0,3.3,92.8,5,2022,3,0,0,-5.12
22.22,20.67,90.95,20.51,16,0.01,3.9,98.6,5,2022,3,0,0,-7.18
22.61,20.56,88.44,21.5,13.9,0,5,100,5,2022,3,0,0,-6.79
22.94,21.06,89.28,21.85,17.1,0,4,92,5,2022,3,0,0,-6.46
25.78,21,75.02,28.78,13.9,0,4.8,81.1,5,2022,3,0,0,-3.62
27.67,21.67,70.22,33.17,11.5,0,5.2,76.9,5,2022,3,0,0,-1.73
26.33,21.72,76.47,31.89,9.2,0,4.6,59.9,5,2022,3,0,0,-3.07
28.78,21.11,63.39,32.44,10.4,0,5,67.2,5,2022,3,0,0,-0.62
25.39,21.06,77.49,28.67,9,0,5,70.8,5,2022,3,0,0,-4.01
26.44,21.44,75.01,33.89,15.6,1.42,4.3,69.9,5,2022,3,0,0,-2.96
26.28,22.44,79.88,31.06,5.7,0.12,4.4,88.8,5,2022,3,0,0,-3.12
25.5,22.89,85.63,26.78,3.5,0,3.1,70.1,5,2022,3,0,0,-3.9
24.17,22.61,91.21,23.82,4.7,0.01,5,81.9,5,2022,3,0,0,-5.23
27.89,22.5,72.5,32.61,7.9,0,5.4,76.3,5,2022,3,0,0,-1.51
21.28,19.94,92.25,19.02,15.9,0.12,3.5,95,5,2022,3,0,0,-8.12
25.17,20.39,75.31,28.44,18.2,0,4.4,75,5,2022,3,0,0,-4.23
24.33,20.06,77.68,29.94,15,0.16,4.5,79.8,5,2022,3,0,0,-5.07
22.78,19.22,80.46,22.85,12.8,0,5,69.8,5,2022,3,0,0,-6.62
25.56,18.94,66.93,28.28,16.1,0,4.8,72.9,5,2022,3,0,0,-3.84
25.94,20.56,72.6,30.56,17.1,0,4.8,81.6,5,2022,3,0,0,-3.46
27.17,20.89,68.52,30.61,14,0,5.6,55,5,2022,3,0,0,-2.23
25.22,20.78,76.88,28.67,13.9,0,6.2,67.3,5,2022,3,0,0,-4.18
29.56,20.11,56.92,32.39,13.8,0,6.2,53.3,5,2022,3,0,0,0.16
28.5,20.72,63.46,33.61,10.4,0,6.1,60.9,5,2022,3,0,0,-0.9
27.89,20.83,66.22,33.56,5.9,0,6,60.1,5,2022,3,0,0,-1.51
29,20.17,58.89,32.5,9.1,0,5.3,59.8,5,2022,3,0,0,-0.4
25.89,21.78,78.23,29.11,8,0,5,37.8,5,2022,3,0,0,-3.51
29,21.06,62.45,35.22,8.1,0,4.6,54.7,5,2022,3,0,1,-0.4
28.39,18.28,55.27,31.72,10.4,0,5.3,37.5,5,2022,3,0,0,-1.01
30,18.39,49.83,32.22,7.1,0,5.6,45.1,5,2022,3,0,0,0.6
26,19.61,68.75,29.17,11.5,0,5.3,47.4,5,2022,3,0,0,-3.4
29.44,18,50.31,31.22,10.3,0,5.4,51.6,5,2022,3,0,0,0.04
27.78,19.06,60.03,32.28,12.8,0,6,56.6,5,2022,3,0,0,-1.62
25.72,20.78,74.86,31.22,11.4,0,4.6,82.2,5,2022,3,0,0,-3.68
29.56,19.78,55.8,32.44,4.7,0,5,64.8,5,2022,3,0,0,0.16
24.17,20.67,80.79,24.55,8.1,0,5,83.4,5,2022,3,0,0,-5.23
28.28,21.11,65.52,33.11,11.3,0,4.7,57.4,5,2022,3,0,0,-1.12
27.28,20.83,68.38,33.17,11.5,0,5.6,63.6,6,2022,3,0,0,0.12
28.72,21.22,64.02,32,8.1,0,5.6,55,6,2022,3,0,0,1.56
25.72,20.89,74.95,30.11,11.5,0,5.5,63,6,2022,3,0,0,-1.44
29.89,20.94,58.92,33.61,10.3,0,5.4,58.2,6,2022,3,0,0,2.73
29,21.28,63.84,35.56,10.2,0,6.1,43.8,6,2022,3,0,1,1.84
28.61,19.72,59.52,34.06,8.1,0,6.2,29.3,6,2022,3,0,0,1.45
32.06,20.28,49.96,35.94,3.5,0,6.2,33.1,6,2022,3,0,1,4.9
24.94,20.89,78.39,25.8,9.2,0,3.7,14.8,6,2022,3,0,0,-2.22
30.11,20.44,56.4,33.67,9.1,0,4.8,21.9,6,2022,3,0,0,2.95
27.22,20.28,66.6,31.89,9.2,0,5.3,44.1,6,2022,3,0,0,0.06
28.61,20.67,62.26,31.39,7,0,5.6,64.7,6,2022,3,0,0,1.45
25.06,21,78.41,25.99,11.5,0,5.3,80,6,2022,3,0,0,-2.1
28.28,20.56,62.87,31.28,14.9,0,6.2,61.5,6,2022,3,0,0,1.12
27.56,19.94,63.96,32.5,15,0,6.1,49.9,6,2022,3,0,0,0.4
26.06,20.11,70.5,31.28,13.8,0,5.6,58.3,6,2022,3,0,0,-1.1
28.89,20.06,59.11,31.56,9.3,0,6.2,54.9,6,2022,3,0,0,1.73
24.06,19.5,75.7,24.7,12.8,0,5.6,44.9,6,2022,3,0,0,-3.1
28.28,19.67,59.72,30.72,18.2,0,6.2,59.6,6,2022,3,0,0,1.12
26.44,19.61,66.97,31.44,14.4,0,6.2,59.6,6,2022,3,0,0,-0.72
28.67,19.39,57.25,30.67,12.8,0,6.2,69.7,6,2022,3,0,0,1.51
25.89,19.72,69.15,29.56,12.8,0,6.2,52.5,6,2022,3,0,0,-1.27
29,20.11,58.81,32.39,11.5,0,6.2,53.3,6,2022,3,0,0,1.84
27.11,19.17,62.43,30.61,15.8,0,5.8,59.5,6,2022,3,0,0,-0.05
28.06,20.33,63.58,32.83,7,0,5.8,48,6,2022,3,0,0,0.9
31.44,19.06,47.96,35.11,5.8,0,5.3,62.3,6,2022,3,0,1,4.28
22.78,21.28,91.25,21.3,5.9,0,5,93.8,6,2022,3,0,0,-4.38
26.5,20.78,70.97,30,9.1,0,3.7,75.6,6,2022,3,0,0,-0.66
27,20.78,69.6,31.78,9.1,0,5.3,59.9,6,2022,3,0,0,-0.16
28.33,20.39,62.12,31.28,5.9,0,3.8,69.8,6,2022,3,0,0,1.17
25.56,20.33,73.51,28.61,5.9,0,6.2,57.4,6,2022,3,0,0,-1.6
28.78,19.94,58.97,31.17,5.7,0,5.2,64.8,6,2022,3,0,0,1.62
25.83,21.44,77.28,30,6.8,0,3.5,70.9,6,2022,3,0,0,-1.33
25.83,21.06,75.45,30,6,0,4.6,71.1,6,2022,3,0,0,-1.33
28.33,20.5,62.63,31.22,6.8,0,6.2,64.8,6,2022,3,0,0,1.17
23.44,21.72,89.93,22.58,13.7,0,5.6,65.8,6,2022,3,0,0,-3.72
26.78,20.67,69.61,31.11,9.2,0,5.3,68.4,6,2022,3,0,0,-0.38
25.44,20.17,73.39,29.61,16,0,5,76.8,6,2022,3,0,0,-1.72
26.39,20.28,69.08,28.5,11.3,0,3.2,93.3,6,2022,3,0,0,-0.77
22.83,20.39,86.28,22.13,11.5,0,5,94.1,6,2022,3,0,0,-4.33
25.17,20.33,74.71,26.18,11.6,0,4,75.8,6,2022,3,0,0,-1.99
24.28,20.06,77.97,24.86,11.3,0,5.7,91,6,2022,3,0,0,-2.88
25.83,19.83,70.1,30,16.2,0,6,62.9,6,2022,3,0,0,-1.33
28.06,18.83,57.51,30.72,14.1,0,6.2,64.8,6,2022,3,0,0,0.9
23,19.67,81.4,22.98,18.2,0,5,88.2,6,2022,3,0,0,-4.16
25.28,20.28,74.24,30.06,19.7,0.03,4.8,69.7,6,2022,3,0,0,-1.88
26.17,19.67,67.9,29.61,16.1,0,5.8,68.1,6,2022,3,0,0,-0.99
27.17,18.89,60.67,29.17,16.2,0,3.8,70,6,2022,3,0,0,0.01
23.94,19.28,75.71,24.56,18.1,0,5,67.4,6,2022,3,0,0,-3.22
26.83,19.61,64.71,28.72,14.9,0,6,75.5,6,2022,3,0,0,-0.33
25.56,19.33,69.15,28.44,16.7,0,5.8,65.9,6,2022,3,0,0,-1.6
26.17,19.61,68.14,30.22,15,0,5.6,53.3,6,2022,3,0,0,-0.99
27.78,19.61,61.22,29.83,13.9,0,5,69.8,6,2022,3,0,0,0.62
23.06,19.89,82.66,22.9,11.5,0,3.8,69.7,6,2022,3,0,0,-4.1
26.5,20,67.75,29.61,11.3,0,6.2,61.1,6,2022,3,0,0,-0.66
25.78,20.11,72.02,30.67,16.2,0,5,62.4,7,2022,2,0,0,-0.25
25.94,20.33,71.23,28.83,16.2,0,5.5,64.9,7,2022,2,0,0,-0.09
24.44,19.67,75.42,25.18,14,0,5.2,59.9,7,2022,2,0,0,-1.59
27.39,19.44,62.1,29.72,16.1,0,4.6,75.5,7,2022,2,0,0,1.36
25.28,21,77.97,28.83,12.8,0,5.2,71.8,7,2022,2,0,0,-0.75
23.11,20.06,82.88,22.93,15.6,0,4.5,65.2,7,2022,2,0,0,-2.92
24.94,19.61,72.42,25.89,16.1,0,3.1,89.1,7,2022,2,0,0,-1.09
21.5,19.94,90.72,19.64,13.8,0,5,99.8,7,2022,2,0,0,-4.53
25.17,19.44,71.08,28.17,17.2,0,5,89,7,2022,2,0,0,-0.86
22.94,20.28,85.28,22.41,16,0.02,4.1,98.3,7,2022,2,0,0,-3.09
24.17,20.56,80.37,24.58,12.1,0,3.7,94.5,7,2022,2,0,0,-1.86
22.22,20.72,91.46,20.41,13.8,0.04,3.1,94.2,7,2022,2,0,0,-3.81
23.28,21.06,87.52,22.61,14.8,0,3,94.1,7,2022,2,0,0,-2.75
22.78,20.17,85.38,22.19,16.2,0.2,3.5,92,7,2022,2,0,0,-3.25
23.06,20.22,84.57,22.66,17,0.01,3.2,96,7,2022,2,0,0,-2.97
24.28,20,77.62,24.88,11.5,0.11,3,94.1,7,2022,2,0,0,-1.75
21.33,19.83,91.18,19.34,14.9,0,3.1,99.8,7,2022,2,0,0,-4.7
25.11,19.83,72.89,28.11,18.3,0.01,4.2,87.8,7,2022,2,0,0,-0.92
23.72,20.11,80.61,23.94,16.2,0,3.5,90.3,7,2022,2,0,0,-2.31
22,21.06,94.44,19.47,18.3,0.08,2.2,94.7,7,2022,2,0,0,-4.03
22.94,19.5,81.35,22.91,16.3,0,4.1,82.4,7,2022,2,0,0,-3.09
26.83,18.56,60.79,29.17,18.5,0,5,53.7,7,2022,2,0,0,0.8
23,19.67,81.7,22.94,17.2,0.04,3.1,90.8,7,2022,2,0,0,-3.03
22.89,19.94,83.74,22.55,17,0.02,3.3,83.1,7,2022,2,0,0,-3.14
23.11,19.72,82.06,23.03,20.7,0,2.7,84.9,7,2022,2,0,0,-2.92
21.94,20,88.75,20.58,13.9,0,3.2,69.8,7,2022,2,0,0,-4.09
24.67,20.28,76.85,28.5,20.5,0.01,3.4,75.3,7,2022,2,0,0,-1.36
24.22,20.78,81.24,24.6,17.1,0,4.5,88.6,7,2022,2,0,0,-1.81
21.78,19.83,88.84,20.37,20.7,0,1.6,89.3,7,2022,2,0,0,-4.25
24.06,21.33,85.15,24.09,11.6,0,5.3,76.5,7,2022,2,0,0,-1.97
26.89,21.28,71.34,30.5,13.9,0,5,87.7,7,2022,2,0,0,0.86
23.94,21,83.95,23.99,13.8,0,3.2,97.5,7,2022,2,0,0,-2.09
25.44,20.56,74.91,30.06,10.3,0,4.6,56.6,7,2022,2,0,0,-0.59
28.56,20,59.95,31.28,9.2,0,5.6,59.8,7,2022,2,0,0,2.53
24.5,20.11,76.79,25.21,6,0,5,73.5,7,2022,2,0,0,-1.53
27.94,20.33,63.93,32.28,8.2,0,4.2,66.9,7,2022,2,0,0,1.91
25.39,20.89,76.88,29.94,7.1,0,3.4,65.5,7,2022,2,0,0,-0.64
26.89,20.72,68.93,30.44,7.1,0,5,50,7,2022,2,0,0,0.86
23,20.5,85.77,22.43,11.4,0,2.8,94.1,7,2022,2,0,0,-3.03
25.33,20.56,75.1,28.67,11.4,0,4,88.9,7,2022,2,0,0,-0.7
24.94,19.94,74.12,28.72,13.9,0,3.9,74.3,7,2022,2,0,0,-1.09
24.11,20.56,80.76,24.47,11.5,0,4,93,7,2022,2,0,0,-1.92
25.72,19.61,69,26.88,10.3,0,4.1,69.8,7,2022,2,0,0,-0.31
23,19.5,80.64,23.07,9.4,0,5.6,64.9,7,2022,2,0,0,-3.03
27.11,19.61,63.83,30.67,12.8,0,6,61.7,7,2022,2,0,0,1.08
25.56,19.44,69.28,29.5,9.1,0,4.7,72,7,2022,2,0,0,-0.47
26.17,19.61,67.46,28.39,4.8,0,5,69.7,7,2022,2,0,0,0.14
25.39,20.5,75.16,28.61,7,0.03,4.1,62.5,7,2022,2,0,0,-0.64
27.5,21.17,68.73,31.22,6.9,0,3.9,63.2,7,2022,2,0,0,1.47
28.28,21.06,65.73,33.56,6.8,0,4.5,56.9,7,2022,2,0,0,2.25
27.61,21.28,69.55,31.89,6.9,0,5.2,50.1,7,2022,2,0,0,1.58
29.56,19.72,55.88,32.39,6.9,0,5.6,69.8,7,2022,2,0,0,3.53
24.44,22.28,87.69,24.6,5.9,0,5,69.8,7,2022,2,0,0,-1.59
28.83,20.67,61.76,32.44,5.7,0,5.3,57.4,7,2022,2,0,0,2.8
25.83,22,79.85,30.56,7,0.4,4.3,58.7,7,2022,2,0,0,-0.2
24.94,23.11,89.5,25.54,3.6,0,2.6,88.4,7,2022,2,0,0,-1.09
25.28,21.06,77.88,29.06,7.1,0,5.3,57.4,8,2022,2,0,0,-0.79
28.17,21.78,69.16,33.11,5,0.02,4.6,58.2,8,2022,2,0,0,2.1
25.39,21.33,78.96,30,7,0.12,4,69.6,8,2022,2,0,0,-0.68
24.67,21.67,84.31,30.5,7.1,0,4.6,86.9,8,2022,2,0,0,-1.4
22.72,20.33,86.86,21.9,9.2,0.04,2.2,97.2,8,2022,2,0,0,-3.35
23.17,21.89,92.43,21.77,4.7,0,4.4,89.2,8,2022,2,0,0,-2.9
22.56,21.33,92.87,20.66,5.8,0.24,2.4,92.7,8,2022,2,0,0,-3.51
22.61,21.06,91.02,21.07,18.5,0.04,3.2,95.7,8,2022,2,0,0,-3.46
22.17,20.17,88.57,20.9,11.7,0,2.8,99.8,8,2022,2,0,0,-3.9
22.72,20.44,86.96,21.88,18.4,0,3.1,91.7,8,2022,2,0,0,-3.35
23.06,21.22,89.71,21.98,16.2,0.04,2.8,92.5,8,2022,2,0,0,-3.01
23.17,21.28,89.23,22.22,15,0.12,3.3,93,8,2022,2,0,0,-2.9
22.67,21.06,90.83,21.19,17.3,0.08,3.3,98,8,2022,2,0,0,-3.4
24.22,20.33,78.83,24.74,16.2,0,3.1,91.6,8,2022,2,0,0,-1.85
21.39,19.28,87.75,20.2,20.7,0,5,89.2,8,2022,2,0,0,-4.68
24,20.17,79.43,24.4,17.3,0.08,4.1,89.8,8,2022,2,0,0,-2.07
24.67,19.39,73.02,28.72,22.9,0,4.6,64.9,8,2022,2,0,0,-1.4
24.94,19.06,69.78,25.91,16.3,0,5,64.9,8,2022,2,0,0,-1.13
23.28,19.83,81.22,23.33,18.4,0,5,67.5,8,2022,2,0,0,-2.79
26.17,19.56,67.01,28.78,20.9,0,4.4,67.7,8,2022,2,0,0,0.1
25.11,19.56,72,28.44,18.4,0,4.4,70.3,8,2022,2,0,0,-0.96
24.83,19.67,73.97,28.5,19.7,0.01,5,67.9,8,2022,2,0,0,-1.24
27.17,19.33,62.31,29.56,15.1,0,4.1,88.7,8,2022,2,0,0,1.1
21.89,18.28,80.01,22.11,13.8,0,5,83.4,8,2022,2,0,0,-4.18
25.78,19.5,68.33,28.44,18.2,0,4.7,77.4,8,2022,2,0,0,-0.29
25.56,19.89,71.62,30,12.7,0,4.9,74.3,8,2022,2,1,0,-0.51
26.67,19.39,64.32,28.5,12.7,0,5,65.9,8,2022,2,1,0,0.6
25.39,19.72,71.54,28.39,8.1,0,5,50,8,2022,2,0,0,-0.68
29,18.5,53.17,31.22,8.6,0,5,50,8,2022,2,0,0,2.93
27.39,20.11,65,32.44,9.1,0,5.2,50.5,8,2022,2,0,0,1.32
