Date time,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover
2015-08-21,24.61,23.11,91.46,24.74,8.1,0.0,5.9,100.0
2015-08-21,28.5,23.06,72.87,37.11,12.8,0.0,5.9,81.8
2015-08-22,26.5,22.89,80.95,36.22,12.6,0.01,6.0,85.6
2015-08-22,26.33,22.28,79.07,35.11,8.6,0.15,6.2,65.0
2015-08-23,25.33,22.44,84.41,32.33,12.8,0.0,6.2,72.2
2015-08-23,30.22,21.72,60.62,35.78,12.6,0.0,6.2,56.6
2015-08-24,28.06,21.17,67.24,34.72,13.3,0.0,6.2,60.9
2015-08-25,27.5,21.0,68.54,35.78,10.9,0.0,6.2,51.7
2015-08-25,30.17,19.33,52.32,35.33,10.3,0.0,6.2,59.9
2015-08-26,23.83,20.28,80.54,24.1,13.9,0.0,6.2,54.9
2015-08-26,29.72,20.0,56.36,35.5,14.4,0.0,5.8,62.4
2015-08-27,25.94,23.61,87.27,38.28,10.3,0.2,5.4,91.2
2015-08-27,28.17,23.28,74.81,38.28,6.9,0.0,6.2,69.9
2015-08-28,24.67,20.83,79.45,29.61,15.6,0.0,4.5,84.4
2015-08-28,28.5,20.56,62.22,32.89,16.7,0.0,6.2,63.2
2015-08-29,28.39,21.17,66.0,35.33,15.0,0.0,6.2,54.0
2015-08-30,28.33,21.67,68.08,35.78,12.8,0.0,6.2,61.6
2015-08-30,27.78,21.0,67.82,35.67,9.2,0.0,4.8,89.4
2015-08-31,24.56,21.56,83.41,30.11,11.4,0.0,6.2,64.9
2015-08-31,30.39,20.22,55.22,35.72,11.5,0.0,6.2,53.7
2015-09-01,29.33,20.22,59.24,34.94,9.7,0.0,6.2,46.8
2015-09-01,31.17,18.33,46.43,34.94,5.3,0.0,6.2,50.0
2015-09-02,27.0,20.72,68.9,32.28,8.1,0.0,6.2,38.6
2015-09-02,31.67,19.17,47.84,35.33,9.7,0.0,6.2,56.6
2015-09-03,30.44,20.72,56.98,37.11,6.4,0.0,5.7,66.5
2015-09-04,29.17,23.28,71.24,39.22,4.7,0.0,6.2,51.2
2015-09-04,31.94,21.22,53.31,38.72,6.3,0.0,6.1,64.9
2015-09-05,25.44,22.83,85.57,32.06,2.3,0.0,5.6,33.6
2015-09-05,30.17,22.44,63.65,38.0,6.9,0.0,5.9,47.7
2015-09-06,29.61,23.06,68.63,38.06,10.4,0.0,6.2,52.5
2015-09-06,29.78,22.44,64.9,37.83,8.1,0.0,6.2,64.9
2015-09-07,24.06,22.94,93.6,23.39,7.5,0.0,5.7,93.4
2015-09-07,29.06,23.28,71.36,37.0,8.0,0.03,5.6,66.5
2015-09-08,27.06,22.17,75.31,34.83,18.3,0.0,6.2,71.7
2015-09-09,26.5,22.78,80.35,34.06,13.9,0.0,6.2,63.2
2015-09-09,27.94,22.06,70.42,36.56,14.4,0.0,6.2,67.3
2015-09-10,24.17,21.11,82.84,24.43,12.1,0.0,6.2,58.6
2015-09-10,27.89,21.5,68.47,34.28,13.9,0.0,6.2,74.7
2015-09-11,26.11,22.5,81.6,34.61,13.9,0.0,4.5,90.5
2015-09-11,27.56,21.06,67.82,33.17,9.2,0.0,6.2,89.4
2015-09-12,25.78,21.17,76.41,32.0,15.0,0.0,6.2,86.9
2015-09-12,30.06,21.0,58.4,35.78,14.4,0.0,6.2,71.2
2015-09-13,28.39,21.28,66.03,36.17,15.0,0.0,6.2,49.7
2015-09-14,27.39,22.22,74.01,35.5,17.9,0.0,5.6,59.9
2015-09-14,28.06,20.83,64.9,34.17,19.7,0.0,6.2,69.9
2015-09-15,24.33,20.83,81.06,30.5,17.8,0.0,4.3,64.8
2015-09-15,28.22,20.83,64.29,34.67,22.5,0.0,6.2,61.1
2015-09-16,28.06,21.33,67.48,36.17,19.0,0.0,6.2,50.9
2015-09-16,28.94,21.56,64.55,36.0,14.4,0.0,6.2,64.9
2015-09-17,24.67,21.94,84.84,30.11,12.1,0.0,4.7,72.3
2015-09-17,28.22,22.72,72.17,34.61,12.1,0.0,5.4,90.9
2015-09-18,28.33,21.61,67.24,36.22,13.9,0.0,5.6,54.7
2015-09-19,27.22,22.94,77.93,36.56,15.0,0.0,5.4,61.6
2015-09-19,29.44,21.78,63.44,36.56,11.5,0.0,6.2,67.4
2015-09-20,24.94,22.11,84.26,31.33,15.0,0.0,4.4,69.9
2015-09-20,27.89,23.0,75.48,36.56,16.7,0.03,5.1,72.2
2015-09-21,27.0,21.5,73.01,33.72,9.7,0.0,5.8,63.5
2015-09-21,29.44,21.0,61.13,34.33,6.4,0.0,6.2,44.9
2015-09-22,26.89,21.72,73.74,33.44,4.7,0.0,5.3,28.7
2015-09-22,31.39,20.44,52.55,36.11,4.7,0.0,6.2,50.0
2015-09-23,30.22,21.89,61.69,39.28,6.4,0.0,6.2,55.9
2015-09-24,30.44,23.17,65.89,40.61,3.4,0.0,5.7,49.5
2015-09-24,30.17,23.11,67.58,39.94,8.6,0.51,4.5,69.9
2015-09-25,25.28,20.33,74.47,31.33,4.7,0.0,6.2,38.6
2015-09-25,30.44,22.17,61.46,38.06,6.4,0.0,6.2,44.3
2015-09-26,25.89,22.94,84.65,36.83,6.4,0.02,4.9,80.8
2015-09-26,28.17,22.33,70.58,35.61,9.2,0.0,5.6,54.9
2015-09-27,28.0,23.06,74.96,37.44,4.6,0.0,6.2,62.5
2015-09-27,30.33,23.61,67.44,40.67,5.8,0.0,5.6,63.3
2015-09-28,28.06,22.94,74.8,37.22,9.2,0.35,5.8,56.4
2015-09-29,28.56,23.0,73.24,35.61,7.5,0.0,5.4,56.6
2015-09-29,29.89,21.56,61.2,36.89,7.5,0.0,6.2,69.9
2015-09-30,25.56,22.67,84.28,32.72,7.5,0.0,3.1,64.9
2015-09-30,28.67,22.39,69.48,35.83,9.2,0.02,5.1,64.9
2015-10-01,28.44,22.33,70.12,37.89,10.3,0.0,5.6,56.2
2015-10-01,28.33,22.56,70.97,36.94,9.2,0.0,6.2,64.6
2015-10-02,25.33,23.94,92.21,33.56,9.2,0.01,3.7,89.4
2015-10-02,30.11,22.72,64.93,37.89,12.8,0.0,6.2,63.1
2015-10-03,28.39,23.28,74.56,37.89,11.4,0.0,5.3,73.6
2015-10-04,28.0,24.28,80.6,37.72,9.2,0.0,6.2,61.6
2015-10-04,28.83,22.94,70.84,39.17,6.4,0.0,5.3,74.8
2015-10-05,23.61,23.06,96.74,22.06,7.5,0.0,5.0,69.9
2015-10-05,27.0,23.61,82.15,35.06,5.8,0.04,5.3,63.7
2015-10-06,27.11,22.44,76.32,36.22,10.3,0.0,6.2,59.9
2015-10-06,27.17,23.33,80.64,31.06,12.8,0.0,4.3,54.9
2015-10-07,26.44,22.56,79.64,33.44,10.8,0.0,6.2,53.0
2015-10-07,30.28,22.33,62.75,36.0,10.9,0.0,6.2,55.0
2015-10-08,28.17,22.39,71.62,36.56,14.5,0.0,6.2,61.9
2015-10-09,27.72,23.11,76.4,37.0,10.9,0.0,6.2,61.6
2015-10-09,29.83,21.28,60.22,37.33,11.5,0.0,6.2,67.4
2015-10-10,24.44,22.17,87.31,30.61,9.2,0.0,6.2,89.4
2015-10-10,29.39,22.22,65.87,37.33,10.9,0.0,5.7,66.1
2015-10-11,27.83,23.61,78.44,37.72,6.4,0.0,5.6,70.9
2015-10-11,26.56,23.61,84.08,35.39,5.3,0.31,5.0,74.8
2015-10-12,26.17,23.28,84.21,34.11,6.4,0.0,5.6,69.8
2015-10-12,30.0,21.72,61.24,35.44,7.5,0.0,5.8,59.9
2015-10-13,30.28,16.5,45.29,32.67,8.6,0.0,5.6,33.9
2015-10-14,29.5,15.39,45.2,32.11,10.9,0.0,6.2,30.0
2015-10-14,31.22,11.78,30.57,31.94,9.2,0.0,6.2,45.0
2015-10-15,26.17,18.78,63.82,31.39,4.0,0.0,5.0,20.0
2015-10-15,31.0,16.83,42.82,34.0,8.6,0.0,6.1,45.0
2015-10-16,30.22,19.11,53.03,34.5,9.2,0.0,5.3,17.5
2015-10-16,29.06,15.17,42.91,28.94,2.3,0.0,6.2,49.8
2015-10-17,27.5,21.33,70.18,35.22,5.8,0.0,3.3,42.5
2015-10-17,31.61,19.22,47.82,34.72,9.2,0.0,6.1,32.2
2015-10-18,29.94,20.06,56.86,35.33,7.5,0.0,5.9,49.0
2015-10-19,29.06,20.28,61.03,33.67,8.1,0.0,5.0,35.4
2015-10-19,31.28,16.61,41.36,34.5,8.1,0.0,6.2,38.0
2015-10-20,26.06,22.78,82.42,33.56,4.6,0.0,3.4,33.8
2015-10-20,31.11,18.67,48.1,34.61,6.4,0.0,5.6,46.8
2015-10-21,29.39,19.56,57.54,34.33,9.2,0.0,5.2,49.3
2015-10-21,29.61,17.44,48.15,33.5,6.4,0.0,6.2,54.9
2015-10-22,27.56,18.28,58.08,30.61,8.6,0.0,4.3,36.8
2015-10-22,31.06,16.11,40.55,32.39,10.9,0.0,5.4,34.9
2015-10-23,29.28,12.28,36.12,31.39,10.3,0.0,6.0,8.4
2015-10-24,29.11,14.17,44.16,31.78,13.9,0.0,5.2,31.8
2015-10-24,31.44,9.83,26.53,32.83,13.3,0.0,6.2,45.0
2015-10-25,25.61,17.44,60.73,29.67,8.6,0.0,3.4,25.0
2015-10-25,30.17,16.78,44.86,33.44,12.1,0.0,6.2,41.4
2015-10-26,28.22,18.78,58.39,33.17,10.3,0.0,5.9,45.5
2015-10-26,28.67,16.44,47.53,31.61,8.1,0.0,6.2,64.8
2015-10-27,26.94,20.39,68.43,32.0,7.0,0.0,5.3,57.4
2015-10-27,29.39,18.67,52.68,32.72,8.1,0.0,6.2,58.3
2015-10-28,29.28,19.44,56.62,35.72,8.1,0.04,6.2,54.4
2015-10-29,29.06,20.33,60.78,34.61,8.1,0.0,5.6,51.9
2015-10-29,29.89,19.0,52.13,34.72,7.5,0.0,6.2,59.9
2015-10-30,25.61,21.94,80.27,32.33,7.5,0.0,6.2,40.0
2015-10-30,30.56,19.94,53.41,35.33,10.9,0.0,6.2,58.7
2015-10-31,28.67,21.56,66.18,34.39,8.0,0.0,6.0,51.2
2015-10-31,29.56,18.83,52.62,33.22,9.2,0.0,6.2,69.9
2015-11-01,26.61,22.61,78.72,34.06,8.1,0.0,4.2,69.9
2015-11-01,28.94,22.44,68.59,35.67,8.1,0.02,6.0,61.6
2015-11-02,27.83,22.0,71.73,35.5,7.5,0.59,4.8,74.6
2015-11-03,26.61,23.67,84.76,35.61,6.4,0.0,6.2,72.8
2015-11-03,25.83,22.78,83.42,33.56,5.8,0.08,4.7,72.4
2015-11-04,24.78,23.17,90.82,32.83,3.5,0.0,3.1,54.9
2015-11-04,28.06,23.94,78.97,37.0,8.6,0.98,5.0,61.2
2015-11-05,27.83,21.61,70.19,35.0,8.1,0.0,6.0,58.7
2015-11-05,28.28,18.61,55.91,32.17,6.4,0.0,6.2,30.0
2015-11-06,26.33,21.0,73.6,31.39,8.1,0.0,5.1,47.4
2015-11-06,29.22,19.22,54.95,32.78,10.3,0.0,6.2,50.0
2015-11-07,27.89,20.44,65.86,33.11,10.9,0.0,5.6,43.7
2015-11-08,26.39,22.72,80.67,33.61,12.1,0.0,5.8,61.6
2015-11-08,27.28,20.89,68.16,34.17,10.9,0.0,5.3,69.9
2015-11-09,22.94,21.83,93.66,21.17,12.1,0.0,3.1,100.0
2015-11-09,22.72,22.17,96.42,20.29,12.1,0.27,2.7,100.0
2015-11-10,21.33,21.0,98.12,17.53,9.2,0.08,2.6,100.0
2015-11-10,21.22,20.94,98.47,17.27,8.1,0.23,2.5,100.0
2015-11-11,22.39,22.11,98.34,19.29,10.8,0.08,2.3,98.4
2015-11-11,24.5,24.06,97.46,31.5,8.6,0.0,2.9,92.6
2015-11-12,25.83,23.78,88.55,35.06,7.5,0.0,5.7,72.6
2015-11-13,22.83,20.28,86.4,22.11,7.5,0.0,4.2,92.6
2015-11-13,23.78,19.5,77.09,24.28,6.9,0.0,5.4,99.9
2015-11-14,20.78,18.33,85.86,20.12,7.5,0.0,2.6,63.5
2015-11-14,25.22,16.28,58.24,27.89,9.2,0.0,5.7,74.7
2015-11-15,21.61,20.61,94.21,18.95,7.5,0.2,2.0,97.2
2015-11-15,21.17,20.28,94.7,18.24,4.0,0.0,1.9,100.0
2015-11-16,21.0,20.5,97.15,17.33,12.1,0.12,2.2,97.2
2015-11-16,22.56,21.94,96.41,20.0,12.8,0.0,2.7,92.8
2015-11-17,22.22,21.67,96.8,19.31,11.4,0.02,3.4,96.3
2015-11-18,23.06,22.44,96.59,20.92,9.7,0.0,4.0,92.6
2015-11-18,23.5,22.33,93.44,22.26,8.6,0.0,2.8,94.7
2015-11-19,22.56,22.17,97.89,19.7,6.4,0.0,2.2,100.0
2015-11-19,25.67,23.89,90.21,34.06,8.6,0.02,2.8,86.8
2015-11-20,25.83,23.61,88.0,35.61,9.8,0.0,5.1,73.3
2015-11-20,24.67,23.06,91.12,24.89,2.2,0.01,5.0,84.0
2015-11-21,23.72,22.72,94.14,22.61,10.3,0.0,4.5,92.5
2015-11-21,27.17,23.39,80.04,34.67,12.1,0.0,5.6,74.6
2015-11-22,24.72,23.72,94.06,32.0,13.2,0.16,4.2,86.4
2015-11-23,25.61,23.83,90.44,35.94,8.6,0.0,4.1,72.8
2015-11-23,26.5,22.61,79.84,35.0,9.2,0.16,4.7,69.9
2015-11-24,22.67,22.33,97.88,19.92,8.6,0.0,3.7,69.9
2015-11-24,26.72,22.72,79.24,33.61,10.3,0.0,5.8,63.7
2015-11-25,26.17,15.44,53.28,29.72,12.8,0.0,6.0,21.0
2015-11-25,26.61,14.78,48.36,29.44,7.5,0.0,6.2,10.0
2015-11-26,24.83,19.61,74.3,29.67,7.5,0.0,5.9,3.4
2015-11-26,27.5,19.78,63.35,31.33,7.0,0.0,5.6,64.4
2015-11-27,28.06,15.61,49.18,30.89,8.6,0.0,6.0,32.5
2015-11-28,25.89,16.56,59.97,30.0,7.5,0.0,5.1,16.9
2015-11-28,28.0,13.61,41.4,29.28,6.9,0.0,6.2,55.0
2015-11-29,22.17,21.17,94.16,19.79,8.1,0.0,2.6,79.8
2015-11-29,25.94,23.0,84.05,33.56,12.6,0.0,5.0,82.0
2015-11-30,25.39,23.33,89.02,34.11,9.2,0.0,4.9,89.3
2015-11-30,24.28,22.61,90.65,24.09,6.4,0.0,3.1,84.4
2015-12-01,23.06,21.94,93.56,21.41,9.2,0.0,5.0,91.9
2015-12-01,24.67,23.89,95.62,24.65,7.5,0.0,5.5,88.4
2015-12-02,24.11,23.5,96.48,31.17,11.4,0.12,3.8,93.8
2015-12-03,24.89,23.28,91.08,31.17,9.8,0.0,6.2,59.9
2015-12-03,24.94,23.17,89.89,31.17,6.9,0.02,5.4,84.5
2015-12-04,22.33,20.44,88.96,21.03,9.7,0.0,5.3,53.5
2015-12-04,27.56,18.39,57.76,31.06,12.8,0.0,6.1,37.2
2015-12-05,26.61,19.0,63.49,32.56,12.6,0.0,6.2,44.0
2015-12-05,26.11,19.67,67.89,30.67,8.0,0.0,4.4,69.9
2015-12-06,23.28,16.33,65.89,24.58,11.6,0.0,5.6,86.9
2015-12-06,26.89,18.72,61.26,30.11,12.6,0.0,6.2,79.5
2015-12-07,27.0,18.39,60.81,32.78,9.2,0.0,5.6,37.7
2015-12-08,23.5,15.0,59.39,30.06,9.2,0.0,4.4,58.9
2015-12-08,25.89,14.5,49.37,27.39,11.2,0.0,5.6,59.9
2015-12-09,20.56,17.22,81.02,21.12,9.1,0.0,3.1,89.2
2015-12-09,24.33,20.72,80.53,32.44,11.3,0.02,4.8,70.4
2015-12-10,23.06,19.28,79.59,23.25,9.2,0.0,3.8,86.9
2015-12-10,23.11,19.44,79.88,23.27,9.1,0.0,5.0,69.3
2015-12-11,23.61,19.39,77.66,24.05,7.0,0.0,3.6,65.1
2015-12-11,27.17,18.94,60.99,29.39,7.0,0.0,6.2,59.8
2015-12-12,26.28,16.61,57.98,29.28,9.0,0.0,5.2,54.0
2015-12-13,26.39,17.72,60.95,29.11,6.8,0.0,5.6,42.1
2015-12-13,29.06,13.83,39.71,29.28,8.9,0.0,6.2,37.9
2015-12-14,22.94,19.17,79.87,23.09,2.2,0.0,2.2,64.9
2015-12-14,27.61,20.17,64.26,32.78,11.1,0.0,5.2,55.0
2015-12-15,26.22,18.56,65.15,30.11,5.8,0.0,4.8,52.1
2015-12-15,27.0,16.17,51.89,28.17,5.8,0.0,6.2,38.0
2015-12-16,23.89,20.67,82.75,31.17,4.6,0.0,4.3,52.3
2015-12-16,28.11,12.89,39.18,28.44,9.1,0.0,5.2,25.3
2015-12-17,25.33,15.06,54.76,27.44,11.4,0.0,5.0,20.0
2015-12-18,22.72,17.39,72.52,23.69,9.0,0.0,4.1,53.7
2015-12-18,25.72,16.83,57.95,26.59,7.0,0.0,5.6,59.9
2015-12-19,21.94,18.11,79.29,22.26,5.8,0.0,3.1,40.7
2015-12-19,26.11,16.67,56.32,27.83,9.1,0.0,5.9,42.5
2015-12-20,24.5,17.06,64.61,27.56,9.1,0.0,5.3,45.2
2015-12-20,25.67,15.89,54.73,26.45,7.0,0.0,6.2,49.8
2015-12-21,22.83,17.22,71.27,23.89,7.0,0.0,5.0,55.2
2015-12-21,27.28,13.61,43.37,27.78,5.8,0.0,6.2,41.0
2015-12-22,26.11,13.72,48.22,28.39,11.2,0.0,5.3,10.9
2015-12-23,25.39,17.78,65.06,28.11,9.2,0.0,4.8,39.9
2015-12-23,27.17,13.89,44.3,28.67,9.1,0.0,6.2,36.9
2015-12-24,21.0,16.67,76.67,22.17,2.3,0.0,2.5,28.5
2015-12-24,27.0,12.22,40.59,28.11,7.0,0.0,5.8,23.2
2015-12-25,24.33,14.56,57.75,27.72,9.3,0.0,4.2,19.5
2015-12-25,25.61,13.33,46.69,26.19,11.3,0.0,5.6,38.8
2015-12-26,22.0,16.11,70.29,23.52,15.9,0.0,3.4,59.9
2015-12-26,26.44,13.56,44.98,27.22,13.8,0.0,5.4,17.6
2015-12-27,24.33,17.89,68.35,25.3,11.4,0.0,3.9,61.9
2015-12-28,23.06,14.78,60.84,24.74,11.4,0.0,3.8,4.3
2015-12-28,25.61,12.61,44.51,26.12,11.4,0.0,5.6,14.9
2015-12-29,20.72,13.06,61.44,24.26,9.1,0.0,5.6,5.0
2015-12-29,26.94,12.94,42.26,27.89,11.4,0.0,6.2,21.8
2015-12-30,25.44,9.17,36.51,28.61,16.0,0.0,5.9,10.0
2015-12-30,26.5,7.39,29.8,26.61,16.0,0.0,6.2,10.0
2015-12-31,22.44,10.67,48.85,25.0,7.1,0.0,4.8,15.7
2015-12-31,27.89,10.44,33.99,29.0,9.3,0.0,6.0,23.3
2016-01-01,23.61,11.56,48.92,27.39,17.0,0.0,4.9,51.0
2016-01-02,24.33,8.33,37.75,27.0,13.9,0.0,5.1,14.9
2016-01-02,27.11,6.11,26.27,27.0,9.1,0.0,6.2,15.0
2016-01-03,20.11,12.11,60.18,24.48,8.9,0.0,2.5,15.0
2016-01-03,26.22,8.67,33.7,26.78,11.3,0.0,5.9,17.4
2016-01-04,25.22,9.61,40.41,27.11,11.4,0.0,5.6,2.1
2016-01-04,25.78,7.61,31.65,25.79,11.4,0.0,6.2,30.0
2016-01-05,21.5,11.11,52.61,24.84,9.3,0.0,3.6,17.5
2016-01-05,26.83,9.39,33.47,27.28,5.9,0.0,6.0,14.9
2016-01-06,24.94,11.72,44.79,26.89,5.8,0.0,5.3,36.0
2016-01-07,22.17,14.83,63.78,24.22,9.1,0.0,3.9,62.9
2016-01-07,25.44,13.28,46.92,26.09,6.8,0.0,5.6,47.5
2016-01-08,18.61,14.83,78.69,21.47,9.0,0.0,2.5,44.4
2016-01-08,24.22,13.39,51.19,25.49,10.2,0.0,4.4,33.1
2016-01-09,23.61,8.11,41.26,27.0,8.8,0.0,4.8,35.7
2016-01-09,26.56,6.28,27.52,27.0,6.9,0.0,6.2,40.0
2016-01-10,20.89,11.56,58.02,24.55,9.0,0.0,2.8,18.6
2016-01-10,26.33,6.72,28.9,26.44,6.8,0.0,6.2,35.2
2016-01-11,24.22,9.06,39.67,26.5,9.3,0.0,5.6,15.0
2016-01-12,23.5,10.5,45.0,27.67,6.8,0.0,5.0,17.5
2016-01-12,26.72,8.5,31.59,26.83,6.7,0.0,6.2,35.0
2016-01-13,18.06,10.83,62.85,25.03,8.8,0.0,2.2,37.7
2016-01-13,24.22,9.06,38.86,25.35,9.0,0.0,5.2,22.5
2016-01-14,23.94,9.67,42.14,26.61,6.7,0.0,5.1,15.0
2016-01-14,26.0,8.22,32.39,25.93,5.7,0.0,6.2,39.8
2016-01-15,20.11,12.39,63.01,24.17,6.9,0.0,4.0,24.7
2016-01-15,25.61,9.78,36.95,25.89,3.3,0.0,6.2,31.2
2016-01-16,24.28,12.61,51.17,26.89,4.6,0.0,4.4,32.5
2016-01-17,22.56,14.5,62.11,24.47,8.8,0.0,3.0,34.8
2016-01-17,26.5,12.94,43.36,27.67,5.7,0.0,5.6,55.0
2016-01-18,18.94,14.72,76.48,21.98,6.8,0.0,2.5,29.7
2016-01-18,25.28,14.5,51.53,27.06,6.8,0.0,4.7,49.8
2016-01-19,22.44,16.78,70.89,23.68,7.0,0.0,3.4,84.4
2016-01-19,24.39,17.0,63.29,25.47,4.6,0.0,3.1,89.2
2016-01-20,21.72,19.94,89.76,20.11,5.6,0.02,2.5,91.8
2016-01-20,23.39,19.78,80.83,23.5,2.3,0.04,2.6,92.3
2016-01-21,25.06,18.89,69.78,28.44,5.7,0.0,3.4,65.7
2016-01-22,20.83,15.22,70.75,23.1,9.1,0.0,2.8,75.4
2016-01-22,23.89,14.83,57.41,25.26,7.0,0.0,5.0,69.2
2016-01-23,20.0,17.17,83.79,20.23,7.0,0.0,2.5,55.0
2016-01-23,24.56,16.17,59.97,25.64,7.1,0.0,5.0,55.0
2016-01-24,23.83,17.11,67.87,27.72,7.1,0.0,5.1,58.7
2016-01-24,26.06,16.39,55.42,27.56,11.3,0.0,6.2,50.0
2016-01-25,22.89,17.17,70.64,23.98,6.8,0.0,3.7,36.3
2016-01-25,27.28,16.78,52.89,32.67,5.8,0.0,4.3,51.0
2016-01-26,25.44,16.56,59.3,28.44,6.9,0.0,4.1,47.2
2016-01-27,24.61,18.0,67.7,29.06,5.8,0.0,2.9,45.7
2016-01-27,27.78,16.22,49.81,28.78,4.6,0.0,4.1,50.0
2016-01-28,22.0,17.39,75.27,22.89,5.7,0.0,2.2,0.1
2016-01-28,28.72,13.61,40.27,29.5,6.9,0.0,5.7,0.0
2016-01-29,26.5,14.94,51.21,29.56,9.1,0.0,4.3,17.3
2016-01-29,28.61,12.61,37.3,28.5,5.9,0.0,5.6,28.1
2016-01-30,23.72,16.0,63.51,24.98,7.0,0.0,3.6,7.5
2016-01-30,28.72,11.0,33.55,28.28,11.4,0.0,5.4,5.0
2016-01-31,27.11,10.06,38.81,29.22,13.8,0.0,5.2,23.3
2016-02-01,24.67,9.78,42.42,27.83,11.2,0.0,5.6,41.8
2016-02-01,30.61,4.11,18.8,29.28,15.9,0.0,6.2,45.0
2016-02-02,22.22,11.44,50.7,24.93,5.7,0.0,4.4,15.0
2016-02-02,29.33,6.5,24.75,29.28,11.3,0.0,5.9,42.5
2016-02-03,26.72,9.22,35.47,28.5,9.2,0.0,5.3,30.0
2016-02-03,28.61,6.72,25.22,27.67,9.0,0.0,6.2,79.8
2016-02-04,24.72,11.17,44.84,27.33,8.9,0.0,5.6,22.4
2016-02-04,29.44,6.39,23.4,28.5,11.3,0.0,6.2,45.0
2016-02-05,27.61,9.94,34.64,29.44,6.9,0.0,5.3,30.0
2016-02-06,26.06,14.89,52.14,30.17,3.5,0.0,4.8,22.5
2016-02-06,31.33,13.06,32.92,31.61,4.6,0.0,6.2,59.9
2016-02-07,22.33,18.61,79.92,22.49,1.1,0.0,2.5,38.7
2016-02-07,29.78,17.44,48.62,32.72,2.8,0.0,5.1,48.4
2016-02-08,26.83,15.11,51.23,29.72,11.0,0.0,4.1,19.7
2016-02-08,29.11,12.61,36.22,28.56,9.1,0.0,5.6,17.2
2016-02-09,25.78,16.11,57.35,28.72,6.4,0.0,4.5,20.0
2016-02-09,31.78,12.22,30.26,32.44,8.1,0.0,6.2,35.0
2016-02-10,28.06,11.83,38.1,29.78,5.8,0.0,5.0,19.9
2016-02-11,27.22,12.39,40.55,29.78,5.8,0.0,4.9,22.0
2016-02-11,30.06,12.44,33.96,29.5,5.7,0.0,6.2,55.0
2016-02-12,22.94,10.11,44.31,25.1,6.7,0.0,3.7,54.9
2016-02-12,29.11,12.44,36.14,29.89,7.7,0.0,5.4,40.8
2016-02-13,27.5,13.28,42.55,29.5,6.9,0.0,4.5,31.5
2016-02-13,29.17,10.33,31.08,28.11,4.6,0.0,6.2,33.1
2016-02-14,24.33,13.44,51.73,26.94,13.4,0.0,4.4,17.5
2016-02-14,29.44,11.28,32.59,29.06,13.8,0.0,6.2,34.9
2016-02-15,25.78,12.28,44.89,27.94,11.3,0.0,5.3,9.1
2016-02-16,25.39,15.5,55.86,28.5,11.2,0.0,6.0,38.8
2016-02-16,29.56,10.33,30.32,29.11,8.1,0.0,6.2,30.6
2016-02-17,21.61,11.28,52.03,24.86,6.9,0.0,5.0,30.7
2016-02-17,26.67,12.22,41.15,28.44,13.9,0.0,5.6,45.7
2016-02-18,25.5,16.17,57.6,28.17,16.1,0.0,5.5,51.4
2016-02-18,29.67,14.06,38.95,31.28,14.4,0.0,6.2,28.8
2016-02-19,25.72,9.28,35.61,27.39,11.6,0.0,5.0,5.0
2016-02-19,29.89,10.33,29.79,28.94,9.3,0.0,6.2,30.0
2016-02-20,29.33,14.72,43.0,31.78,9.1,0.0,6.0,31.6
2016-02-21,28.11,16.94,53.07,31.39,5.8,0.0,5.2,18.7
2016-02-21,33.39,11.22,26.08,32.39,5.8,0.0,6.2,33.1
2016-02-22,26.33,20.44,70.05,32.39,8.1,0.0,3.4,24.9
2016-02-22,32.72,10.89,29.09,35.11,8.1,0.0,5.8,19.9
2016-02-23,28.33,12.61,42.34,31.17,6.9,0.0,4.8,13.6
2016-02-23,32.11,8.0,22.42,30.28,7.0,0.0,6.2,29.9
2016-02-24,25.61,17.22,60.43,28.78,7.0,0.0,4.4,40.8
2016-02-24,31.39,13.94,34.74,31.17,4.7,0.0,6.0,31.9
2016-02-25,29.44,17.89,52.3,32.78,5.8,0.0,4.3,49.6
2016-02-26,26.06,17.22,60.56,31.33,11.3,0.0,4.3,45.2
2016-02-26,29.89,12.5,34.52,29.33,7.0,0.0,6.2,28.1
2016-02-27,23.72,16.17,62.64,25.01,8.0,0.0,5.7,29.8
2016-02-27,29.0,11.5,34.45,29.06,12.9,0.0,6.2,51.7
2016-02-28,26.67,15.78,53.07,29.33,11.4,0.0,5.6,53.0
2016-02-28,28.61,12.83,37.9,28.5,9.2,0.0,6.2,64.4
2016-02-29,23.72,16.83,65.6,24.89,9.1,0.0,4.4,41.5
2016-02-29,29.22,12.78,36.6,29.33,11.4,0.0,6.2,43.8
2016-03-01,27.72,14.78,47.46,33.11,11.4,0.0,6.0,47.3
2016-03-02,25.44,14.0,51.68,28.17,7.2,0.0,5.2,32.3
2016-03-02,29.61,10.39,30.37,28.78,9.2,0.0,6.2,53.5
2016-03-03,23.0,16.72,68.06,24.26,3.5,0.0,3.1,33.1
2016-03-03,29.78,11.33,33.13,30.44,13.8,0.0,6.1,36.5
2016-03-04,29.89,8.17,30.22,30.83,9.2,0.0,5.4,30.6
2016-03-04,31.5,5.28,19.3,30.06,7.0,0.0,6.2,39.9
2016-03-05,24.33,14.67,56.85,27.5,5.8,0.0,4.4,30.7
2016-03-05,31.44,10.78,28.37,30.67,7.0,0.0,6.2,29.7
